mod,protein1,protein2,interaction,interaction_pair
KCDALOFCIDDVIW-UHFFFAOYSA-N,Q71V48,A2N4P8,0,Rad51_BRCA2
WXARKWMOGDBCHV-UHFFFAOYSA-N,Q9UL45,Q86U86,0,p53_MDMX
BBPWQLMHOSRDMA-SSDOTTSWSA-N,Q06609,A0A2S1WCJ3,0,CREBBP_H4
BSAMHYVTBLABFF-UHFFFAOYSA-N,O14786,P15692,0,FKBP1A_FK506
FSXGYVHBBBJVIA-UHFFFAOYSA-N,Q5VV67,C9JNV9,0,VEGF_VEGFR
YTOMHMPXLBPXEF-FDIKESKOSA-N,A0A669KBG0,H0YMD1,0,Neuropilin-1_VEGF-A
LICJTIDRHJECTD-UHFFFAOYSA-N,Q86YN6,C9JNV9,0,ZIPA_FTSZ
LICJTIDRHJECTD-UHFFFAOYSA-N,Q86YN6,B5MCN7,0,ZIPA_FTSZ
YZRQBRVRVKEHSG-UHFFFAOYSA-N,P32455,Q9GZT4,0,CD80_CD28
BTUYDUATCAOFII-UQQQWYQISA-N,M0QYW0,Q14493,0,"BCL-like_BAX,BAK"
HMFSOBWOOWBCBL-WBVHZDCISA-N,Q7Z5Y5,Q9Y6P1,0,VHL_HIF1A
BJNWHSZSRCJLNX-IQCCBIBNSA-N,G3V4K2,Q07889,0,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
JMPJNNOSVCHYOU-UHFFFAOYSA-N,AF-Q9NVM2-F1-model_v4,Q6NXT2,0,Rad51_BRCA2
HYIMSNHJOBLJNT-UHFFFAOYSA-N,Q07820,O43521,0,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
NXUBZENTAKDYCG-UHFFFAOYSA-N,Q6W2J9,C9JL16,0,FKBP1A_FK506
ODEGEYDLYULOHB-UHFFFAOYSA-N,Q5SR36,Q9ULK4,0,MENIN_MLL
BJNWHSZSRCJLNX-IQCCBIBNSA-N,B7Z752,H3BQR0,0,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
URRDWILHXUGXPV-UHFFFAOYSA-N,AF-Q9NVM2-F1-model_v4,Q16695,0,PB1-5_H3
HINIVJQEMAJGJZ-UHFFFAOYSA-N,Q9UL45,Q5EBM5,0,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
FHZALEJIENDROK-UHFFFAOYSA-N,L7RSL8,Q07889,0,BAZ2B_H4
HBWBIYJPAXHPIF-UHFFFAOYSA-N,F5H6V7,P01374,0,CD80_CD28
WXARKWMOGDBCHV-UHFFFAOYSA-N,M0R0H4,Q8NB78,0,p53_MDMX
PYLOYQVSTXHVHC-UHFFFAOYSA-N,A0A669KAY4,H0YMD1,0,CD80_CD28
RHJOYYPAYHHSMS-UHFFFAOYSA-N,Q96CV9,P15692,0,CRM1_Rev
UGEUNXISLGGFQR-UHFFFAOYSA-N,G3V5T7,Q07889,0,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
QTQJZLSUROYVQY-MFYWSIJSSA-N,Q9UBK2,H7C1Y3,0,Neuropilin-1_VEGF-A
SXPZIMYBDLHEHV-UHFFFAOYSA-N,O60885,Q8NB78,0,PA_PB1
OETIEACSNLUWLZ-UHFFFAOYSA-N,A0A2R8Y543,H0YAR8,0,MYC_MAX
VZQQBRATUAQGEU-UHFFFAOYSA-N,B7Z752,H3BQR0,0,HIF-1a_p300
YTOMHMPXLBPXEF-FDIKESKOSA-N,P20701,E7ESS4,0,Neuropilin-1_VEGF-A
HJLVADIYJRSVIR-JQIJEIRASA-N,A0A059VC25,P35916,0,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
SMEJQLRLHKWIFV-UHFFFAOYSA-N,B2R6I9,Q13951,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
DIFKWHRMEGFLSD-DBEUHZBBSA-N,L7RSL8,Q07889,0,Catenin beta-1_Transcription factor 7
DDEBWWZIZBIPQB-UHFFFAOYSA-N,A0A2R8Y804,Q8N100,0,Annexin A2_S100-A10
PTYSNZPROPKAPC-UHFFFAOYSA-N,B0LXF2,A0A0S2Z383,0,RAC1_TIAM1
MGULNORUOTVZQZ-UHFFFAOYSA-N,Q9BZU3,D6RAG5,0,KEAP1_NRF2
UXGUZFZBZPPZGL-UHFFFAOYSA-N,V9H0F2,O75475,0,TNFR1A_TNFB
MPDJJMAOGCKNGY-AWEZNQCLSA-N,A0A494C1T8,A0A494C130,0,LFA_ICAM
ZFERZAMPQIXCPM-QHCPKHFHSA-N,E9PMB8,B4DH91,0,INTEGRASE_LEDGF
NKCXFZUAZYBPGA-UHFFFAOYSA-N,A0A669KBG0,Q9UH51,0,Bromodomain_Histone
LLZQFAXTCYDVTR-UHFFFAOYSA-N,A0A5F9ZGX7,A0N7C7,0,KRAS_SOS1
XOWBHNIRCZERRH-UHFFFAOYSA-N,A0N0P2,P10747,0,Glucokinase_Glucokinase regulatory protein
RHJOYYPAYHHSMS-UHFFFAOYSA-N,P20701,P05362,0,CRM1_Rev
SUNSLACFIOGRFF-VWLOTQADSA-N,P01112,Q07889,0,PCSK9_LDLR
WXARKWMOGDBCHV-UHFFFAOYSA-N,B4DG83,H7BZE5,0,p53_MDMX
HINIVJQEMAJGJZ-UHFFFAOYSA-N,A0A2R8YCH5,E5RG34,0,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
BJNWHSZSRCJLNX-IQCCBIBNSA-N,J9PH39,P01374,0,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
BNSKPKDLQSFZNN-UHFFFAOYSA-N,Q8NBP7,Q9UH51,0,HIF-1a_p300
DBYOJRHWEJEBCL-CYBMUJFWSA-N,E7EN32,Q9HBJ4,0,HRAS_SOS1
OAVJHYWTVHHCFH-BPJRBCGYSA-N,Q06609,A0A248X3Z1,0,Neuropilin-1_VEGF-A
SMEJQLRLHKWIFV-UHFFFAOYSA-N,Q1JUQ5,P62942,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
KQKLUZQUFDIROG-UHFFFAOYSA-N,A0A5F9ZGX7,C9JL16,0,HIF-1a_p300
VLUCXJXOZXEFPA-IYBDPMFKSA-N,C9JHP3,A0N7C7,0,XDM2_P53
RWCFZRPXMBQSOA-UHFFFAOYSA-N,P04637,I6SST5,0,Bromodomain_Histone
PKRSYEPBQPFNRB-UHFFFAOYSA-M,E9PNT5,A0A248X3Y4,0,Beta-catenin_TCF
YGDLGRHJAGOPII-UHFFFAOYSA-N,A0A669KB81,A0A0E3MS57,0,Beta-catenin_TCF
SUNSLACFIOGRFF-VWLOTQADSA-N,Q53TG3,Q96LD9,0,PCSK9_LDLR
MBRLOUHOWLUMFF-UHFFFAOYSA-N,K7ESE0,Q16236,0,CRM1_Rev
GZTFUVZVLYUPRG-IZZDOVSWSA-N,Q6W2J9,Q16413,0,MENIN_MLL
UZDLBPIOOFFHSD-UHFFFAOYSA-N,B7Z5M1,O95149,0,BAZ2B_H4
PJXWUXARDBIOKJ-UHFFFAOYSA-N,AF-Q5EBM5-F1-model_v4,Q5TEC6,0,Bromodomain_Histone
XAGPISNWGGUKIZ-UHFFFAOYSA-N,M4PPE1,Q14397,0,FKBP1A_FK506
OETIEACSNLUWLZ-UHFFFAOYSA-N,A0A3B3IUA8,A0A2R8YCJ1,0,MYC_MAX
PZIXHWCLXXXQIW-UHFFFAOYSA-N,Q96GG9,P61081,0,DCN1_UBE2M
CXKWCBBOMKCUKX-UHFFFAOYSA-M,B4E3L8,E9PAM9,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
AGRSQQMLTCOIGX-UHFFFAOYSA-N,C9JHP3,C9JL16,0,DCN1_UBE2M
WZMCNMSXIKEYTO-UHFFFAOYSA-N,Q0VDC5,Q5W0X3,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
FUANRVOPAVWOIK-UHFFFAOYSA-N,B3KUF4,A1ECD1,0,S100B_p53
HNFIJWNVPWXSOL-UHFFFAOYSA-N,M0QYW0,O14929,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
CXKWCBBOMKCUKX-UHFFFAOYSA-M,B4DG83,C9J417,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
GYQWKTIZRYVFEM-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,0,NCS-1_Ric8a
ZVGILWCDHIXNKZ-UHFFFAOYSA-N,P20701,E7ESS4,0,RANKL_RANK
LOEPUEZHCDNOEG-FQEVSTJZSA-N,A1A564,C9JL16,0,INTEGRASE_LEDGF
SUNSLACFIOGRFF-VWLOTQADSA-N,Q8WTS1,Q00G26,0,PCSK9_LDLR
GYQWKTIZRYVFEM-UHFFFAOYSA-N,Q5T179,H0Y9I9,0,NCS-1_Ric8a
BVSIAYQIMUUCRW-UHFFFAOYSA-N,A0A494C1T8,A0A494C130,0,INTEGRASE_LEDGF
ZSMKPYXVUIWTCT-UHFFFAOYSA-N,AF-Q5EBM5-F1-model_v4,Q16695,0,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
YLEJBBJFQLXMGW-UHFFFAOYSA-N,M4Q009,Q14397,0,WDR5_Mixed-lineage leukemia 1 (MLL1)
FTVWIRXFELQLPI-ZDUSSCGKSA-N,E5RH72,A8K719,0,LEDGF_IN
GEPLHYQNKBDVLN-UHFFFAOYSA-N,W0UV93,A0A1B0GW57,0,RAC1_TIAM1
SUNSLACFIOGRFF-VWLOTQADSA-N,M4Q009,Q14397,0,PCSK9_LDLR
GRIAZRCYPXFJJF-UHFFFAOYSA-N,E9PJ30,A0A248X3Z6,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
WXARKWMOGDBCHV-UHFFFAOYSA-N,M0QYW0,Q9NWY4,0,p53_MDMX
BHMAXGYZHGTXAG-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,0,"BCL-like_BAX,BAK"
LEFMIEUBWDMNAT-UHFFFAOYSA-N,L8EAN3,Q96LD9,0,KRAS_SOS1
IGJJHNDTIIFWAL-UHFFFAOYSA-N,A0A087WZ09,A1ECB6,0,RANKL_RANK
ABXZOXDTHTTZJW-GFCCVEGCSA-N,A0A2R8Y750,P36402,0,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
JSCFSSXRGZMLJQ-UHFFFAOYSA-N,A0A0S2Z4U0,B4DH91,0,MENIN_MLL
NJXVPYSOGLBERP-UHFFFAOYSA-N,P35222,P36402,0,BCoR_BCL6
RTDZBLVTLREENZ-NNWRFLSQSA-N,A6NMY6,P60903,0,P53_HDM2
PKRSYEPBQPFNRB-UHFFFAOYSA-M,A0A2U3TZT9,Q00G26,0,Beta-catenin_TCF
SMEJQLRLHKWIFV-UHFFFAOYSA-N,B0LXF2,A1ECB6,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
RZQVZONKHSOLHN-UHFFFAOYSA-N,Q9GZQ5,Q9UM91,0,PA_PB1
QTQJZLSUROYVQY-MFYWSIJSSA-N,G8HXG1,O75475,0,Neuropilin-1_VEGF-A
WZMCNMSXIKEYTO-UHFFFAOYSA-N,H0YM16,A0A2U3TZT9,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
KMKJDWRQGUEOJR-UHFFFAOYSA-N,P04637,O15151,0,Glucokinase_Glucokinase regulatory protein
GYQWKTIZRYVFEM-UHFFFAOYSA-N,Q9GZQ5,Q9Y6P1,0,NCS-1_Ric8a
HNFIJWNVPWXSOL-UHFFFAOYSA-N,Q9UNS8,A0A1W2PNW4,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
BVWHOZYQECWMFG-UHFFFAOYSA-N,P78545,Q9ULK4,0,NRP_VEGF
ABLACSIRCKEUOB-UHFFFAOYSA-N,P14174,AF-P04233-F1-model_v4,0,MENIN_MLL
SUNSLACFIOGRFF-VWLOTQADSA-N,A0N2G3,Q8IYC6,0,PCSK9_LDLR
BJNWHSZSRCJLNX-IQCCBIBNSA-N,A0A024R2F2,Q16665,0,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
ZVGILWCDHIXNKZ-UHFFFAOYSA-N,A4D2P0,A0A1B0GW57,0,RANKL_RANK
WXARKWMOGDBCHV-UHFFFAOYSA-N,A0A669KAY4,P01130,0,p53_MDMX
CXKWCBBOMKCUKX-UHFFFAOYSA-M,B4DSW9,P36402,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
OTONOFNXSMNLHM-UHFFFAOYSA-N,E9PMB8,Q59F19,0,WDR5_Mixed-lineage leukemia 1 (MLL1)
AUZONCFQVSMFAP-UHFFFAOYSA-N,Q86YN6,B4DYT5,0,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
DIFKWHRMEGFLSD-DBEUHZBBSA-N,AF-Q5EBM5-F1-model_v4,Q5TEC6,0,Catenin beta-1_Transcription factor 7
KZYQYZPANJVPPY-UHFFFAOYSA-N,Q14901,Q6V3B1,0,Importin subunit beta-1_Snurportin-1
JWVTXNFJOZMBPJ-GMAHTHKFSA-N,B2R6I9,H3BSC0,0,IL2_IL2R
SUNSLACFIOGRFF-VWLOTQADSA-N,M4PPE1,Q14397,0,PCSK9_LDLR
WRNKIDLXXXIELU-IEBWSBKVSA-N,C9DZM4,Q9Y6P1,0,Runt-related transcription factor 1_Core-binding factor subunit beta
HSYRXLRFNVFJBS-UHFFFAOYSA-N,P20701,P05362,0,RANKL_RANK
YBJHBAHKTGYVGT-ZKWXMUAHSA-N,Q9UIF8,Q96LD9,0,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
VUVUVNZRUGEAHB-CYBMUJFWSA-N,A4D2P2,C9JMB5,0,Bromodomain_Histone
UXGUZFZBZPPZGL-UHFFFAOYSA-N,A0A2R8Y750,E5RG75,0,TNFR1A_TNFB
SMEJQLRLHKWIFV-UHFFFAOYSA-N,B2R6I9,A8K719,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
RJMUSRYZPJIFPJ-UHFFFAOYSA-N,Q86YN6,B4DL21,0,MENIN_MLL
LICJTIDRHJECTD-UHFFFAOYSA-N,M0R0H4,O14929,0,ZIPA_FTSZ
QCLBVGLQKICMSD-UHFFFAOYSA-N,F5GYA9,Q5NUL3,0,VEGF_VEGFR
GXGGKRHOVUZRQG-JQIJEIRASA-N,E5RH72,Q13951,0,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
LICJTIDRHJECTD-SFHVURJKSA-N,A4D2P2,A0A1B0GW57,0,ZIPA_FTSZ
UNIATRJVNFDJDH-UHFFFAOYSA-N,G3V4K2,Q9UKX9,0,PB1-5_H3
FNKBEGHNLRZRKZ-UHFFFAOYSA-N,A0A5F9ZGX7,C9JL16,0,Rad51_BRCA2
RHJOYYPAYHHSMS-UHFFFAOYSA-N,B1AKU3,Q9NR28,0,CRM1_Rev
IOUZAKOZNDIRHM-IAGOWNOFSA-N,O00255,Q9Y6P1,0,ELF3_MED23
BJVQJZKKPWENLT-UHFFFAOYSA-N,A4D2P1,Q13009,0,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
FXNFHKRTJBSTCS-UHFFFAOYSA-N,P04637,I6TZT4,0,LEDGF_IN
ZVGILWCDHIXNKZ-UHFFFAOYSA-N,P20701,E7ESS4,0,RANKL_RANK
SLQGUUWKGRSNCG-UHFFFAOYSA-N,E9PNR2,Q59F19,0,INTEGRASE_LEDGF
QTHMKDAEOJUAAD-UHFFFAOYSA-N,Q5VV67,B4DL21,0,RAC1_TIAM1
XLXZIUDYPPGFDJ-UHFFFAOYSA-N,E7EN32,L0R899,0,P53_HDM2
JWVTXNFJOZMBPJ-JTHBVZDNSA-N,Q9NZG9,A0A2S1WCJ3,0,IL2_IL2R
UJJLTAKKBBQNRE-UHFFFAOYSA-N,AF-Q00975-F1-model_v4,A0A0G2JMD7,0,CD80_CD28
KLWCZYZPAXGKGD-JTQLQIEISA-N,Q9NZG9,A0A248X3X9,0,LFA_ICAM
DIFKWHRMEGFLSD-DBEUHZBBSA-N,A0A0S2Z4C5,P04637,0,Catenin beta-1_Transcription factor 7
NVRHWELRHNYZOU-KRWDZBQOSA-N,P37231,B4DL21,0,Glucokinase_Glucokinase regulatory protein
YYVYAPXYZVYDHN-UHFFFAOYSA-N,P43694,A1ECB1,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
WXARKWMOGDBCHV-UHFFFAOYSA-N,M0R0H4,Q14493,0,p53_MDMX
JWVTXNFJOZMBPJ-JTHBVZDNSA-N,Q9NZG9,A0A2S1WCJ3,0,IL2_IL2R
NVRHWELRHNYZOU-KRWDZBQOSA-N,B4E3L5,C9J9N2,0,Glucokinase_Glucokinase regulatory protein
PPPUPFCXAZKVHC-UHFFFAOYSA-N,AF-Q5EBM5-F1-model_v4,Q6NXT2,0,RAC1_TIAM1
IQPNAANSBPBGFQ-UHFFFAOYSA-N,AF-Q5EBM5-F1-model_v4,Q6NXT2,0,PB1-5_H3
YRDNHMBECOYFJB-UHFFFAOYSA-N,Q8NBP7,E1B4T0,0,FKBP1A_FK506
DUALPFLFAOZWGA-UHFFFAOYSA-N,A0A804HJ06,C9K0N6,0,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
WNQFIUIJXPOGMC-UHFFFAOYSA-N,A0A221ZRZ4,Q8NIA3,0,Glucokinase_Glucokinase regulatory protein
FAOAJPWDHJORMB-UHFFFAOYSA-N,Q71V48,A2N4P8,0,RAC1_TIAM1
VLUCXJXOZXEFPA-IYBDPMFKSA-N,B2R6I9,A8K719,0,XDM2_P53
UXGUZFZBZPPZGL-UHFFFAOYSA-N,A0A5F9ZGX7,A0N7C7,0,TNFR1A_TNFB
ZVGILWCDHIXNKZ-UHFFFAOYSA-N,B5A235,Q96LD9,0,RANKL_RANK
URTRMMHOVZQXRF-UHFFFAOYSA-N,E9PFV2,AF-A0A0B6XJZ8-F1-model_v4,0,RAC1_TIAM1
BVWHOZYQECWMFG-UHFFFAOYSA-N,A0A087WZ09,A1ECB6,0,NRP_VEGF
LICJTIDRHJECTD-UHFFFAOYSA-N,E9PFV2,C9J330,0,ZIPA_FTSZ
DBYOJRHWEJEBCL-CYBMUJFWSA-N,P62166,E9PMP0,0,HRAS_SOS1
VLUCXJXOZXEFPA-IYBDPMFKSA-N,B2R6I9,A8K719,0,XDM2_P53
GEKDQXSPTHHANP-OUKQBFOZSA-N,A0A0S2Z4C5,P04637,0,Rad51_BRCA2
RWCZFCJUMZVTJK-UHFFFAOYSA-N,P35222,B7WNT5,0,MDM4_P53
SUNSLACFIOGRFF-VWLOTQADSA-N,E5RH72,J3KS23,0,PCSK9_LDLR
RFDDHROSHMFVOD-GOTSBHOMSA-N,A0A804HKM6,Q9UKX9,0,DCN1_UBE2M
SMEJQLRLHKWIFV-UHFFFAOYSA-N,E5RH72,Q13951,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
BZSVCJIWLCTBTP-UHFFFAOYSA-N,B0LXF2,A1ECB1,0,P53_HDM2
ICKFFNBDFNZJSX-UHFFFAOYSA-N,B4DG83,C9J417,0,FAK_VEGFR3
YJQYHFMKGAVKDP-UHFFFAOYSA-N,Q7Z5Y5,Q9HBJ4,0,Beta-catenin_TCF
UXGUZFZBZPPZGL-UHFFFAOYSA-N,V9H0F2,O75475,0,TNFR1A_TNFB
DIFKWHRMEGFLSD-DBEUHZBBSA-N,A4D2P2,Q13009,0,Catenin beta-1_Transcription factor 7
NYSDFMKKZDPIDT-HZUKXOBISA-N,Q5JWQ4,P15692,0,HIF-1a_p300
WXARKWMOGDBCHV-UHFFFAOYSA-N,Q9UL45,Q86U86,0,p53_MDMX
SUNSLACFIOGRFF-VWLOTQADSA-N,A0N2G3,Q8IYC6,0,PCSK9_LDLR
ZKBQDFAWXLTYKS-UHFFFAOYSA-N,Q07820,E9PAM9,0,BAZ2B_H4
ICKFFNBDFNZJSX-UHFFFAOYSA-N,Q07820,O43521,0,FAK_VEGFR3
KFYARNZFJDIZMC-CABCVRRESA-N,Q9BZU3,A0A7P0S4R7,0,VHL_HIF1A
RLGHFVLWYYVMQZ-BZYZDCJZSA-N,AF-Q5EBM5-F1-model_v4,P0DPK2,0,CRM1_Rev
XBTLZUHJBOBKRG-HCUBDLJJSA-N,E9PMB8,A0A023PX70,0,XIAP_SMAC
GGGLPBDINQYKEM-UHFFFAOYSA-N,P20701,A0A1C9J7T1,0,HIF-1a_p300
CNYMBHPFLJWLJW-BUHFOSPRSA-N,P43694,A0A0S2Z383,0,CREBBP_H4
MBRLOUHOWLUMFF-UHFFFAOYSA-N,B4E3L8,C9J417,0,CRM1_Rev
FSXGYVHBBBJVIA-UHFFFAOYSA-N,A0A669KAY4,P01130,0,VEGF_VEGFR
LVBAGZIAQBWUJP-UHFFFAOYSA-N,Q5T179,A0A0A0MTL5,0,Bromodomain_Histone
ABXZOXDTHTTZJW-GFCCVEGCSA-N,Q5VV67,Q15788,0,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
WJYVXCQUWDPFNN-ZBFHGGJFSA-N,A0A5F9ZGX7,Q16413,0,VHL_HIF1A
VZMSCIKIANDZNI-OAMUUVBCSA-N,Q5SR36,B9TX54,0,Runt-related transcription factor 1_Core-binding factor subunit beta
VZPGINJWPPHRLS-UHFFFAOYSA-N,X5D945,Q9UKX9,0,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
PGVZTIPLQYFOOL-UHFFFAOYSA-N,P01112,C9K0N6,0,DCN1_UBE2M
FUJBKRLYHYJMNF-UHFFFAOYSA-N,B1AKU3,Q9NR28,0,CREBBP_H4
WRLIFDLBMCTVHJ-UHFFFAOYSA-N,B4DSW9,Q9HCS4,0,INTEGRASE_LEDGF
JXOBVBGRETYJJP-UHFFFAOYSA-N,W8JJB1,O14929,0,Beta-catenin_TCF
UMPJRGAFFRSXRX-MHWRWJLKSA-N,A1A564,A0N7C7,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
KUBAAUCFNHGHAH-UHFFFAOYSA-N,Q9HBZ2,B3KW07,0,FKBP1A_FK506
SAVTWYBICKMDSC-MRVPVSSYSA-N,P37231,B5MCN7,0,VEGF_VEGFR
YZALKPFAVSXSSX-VXKWHMMOSA-N,L7RSL8,Q07889,0,DCN1_UBE2M
LOGJQOUIVKBFGH-YBEGLDIGSA-N,A0A059VC25,P35916,0,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
BULPVMQBJAMSRN-MSOLQXFVSA-N,P35222,P17544,0,VHL_HIF1A
JZOMZTBBAILTQJ-UHFFFAOYSA-N,P19438,P01374,0,Bromodomain_Histone
RHJOYYPAYHHSMS-UHFFFAOYSA-N,Q96CV9,P15692,0,CRM1_Rev
TXFPEBPIARQUIG-UHFFFAOYSA-N,O00255,Q9HBJ4,0,BAZ2B_H4
PINRVTMLCDJCCK-UHFFFAOYSA-N,X5D945,C9K0N6,0,Annexin A2_S100-A10
OSAKXIAFCPXTGN-UHFFFAOYSA-N,Q0GK43,A2N4P8,0,KEAP1_NRF2
SECXISVLQFMRJM-UHFFFAOYSA-N,G3V5T7,Q9UKX9,0,PB1-5_H3
CXKWCBBOMKCUKX-UHFFFAOYSA-M,X5D945,Q9UKX9,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
QCLBVGLQKICMSD-UHFFFAOYSA-N,Q9NZG9,A0A248X3Z1,0,VEGF_VEGFR
DZWDWMPZRDOZSQ-NQSCKRDGSA-N,P04637,I6SST5,0,P53_HDM2
KWGRBVOPPLSCSI-WCBMZHEXSA-N,C9DZM4,Q9Y6P1,0,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
RONMYAFEDUQUDG-UHFFFAOYSA-N,Q0VDC6,Q5W0X3,0,Rad51_BRCA2
DIFKWHRMEGFLSD-DBEUHZBBSA-N,A0A7I2V3S6,P62942,0,Catenin beta-1_Transcription factor 7
HYLFRICFKVJJOZ-UHFFFAOYSA-N,E9PJ30,A0A248X3X9,0,CREBBP_H4
ICKFFNBDFNZJSX-UHFFFAOYSA-N,B4DU51,E9PAM9,0,FAK_VEGFR3
KNJKLBLRJBJXFN-UHFFFAOYSA-N,Q96GG9,M0QX69,0,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
HYLFRICFKVJJOZ-UHFFFAOYSA-N,Q06609,A0A248X3Y4,0,CREBBP_H4
WHOHXJZQBJXAKL-DFWYDOINSA-N,Q6X907,P15692,0,Perilipin-1_ABHD5
AUZONCFQVSMFAP-UHFFFAOYSA-N,A0A3G1LBH1,Q9UKX9,0,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
ICKFFNBDFNZJSX-UHFFFAOYSA-N,B4DLY8,O43521,0,FAK_VEGFR3
FOHWXVBZGSVUGO-UHFFFAOYSA-N,A0A2R8Y804,Q9HCS4,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
SMEJQLRLHKWIFV-UHFFFAOYSA-N,X5D945,Q8NIA3,0,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
HTZJIISPEJXOBY-UHFFFAOYSA-N,P04637,I6TVS5,0,"BCL-like_BAX,BAK"
YBJHBAHKTGYVGT-ZKWXMUAHSA-N,Q01196,A0A494C0A9,0,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
WXARKWMOGDBCHV-UHFFFAOYSA-N,M0R0H4,Q8NB78,0,p53_MDMX
UXGUZFZBZPPZGL-UHFFFAOYSA-N,A0A3G1LBH1,Q9UKX9,0,TNFR1A_TNFB
YDVVBBHUXDNIKT-UHFFFAOYSA-N,M0R0H4,Q9NWY4,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
FNLHOPZUOLWLFS-UHFFFAOYSA-N,A0A669KAY4,H0YMD1,0,DCN1_UBE2M
SUNSLACFIOGRFF-VWLOTQADSA-N,M4PPE1,Q14397,0,PCSK9_LDLR
RLGHFVLWYYVMQZ-BZYZDCJZSA-N,P63096,O14924,0,CRM1_Rev
RWCZFCJUMZVTJK-UHFFFAOYSA-N,P35222,Q8N100,0,MDM4_P53
WRPSYMIONPCVAD-UHFFFAOYSA-N,B3CJ63,Q8IYC6,0,Glucokinase_Glucokinase regulatory protein
WZMCNMSXIKEYTO-UHFFFAOYSA-N,H0YM16,A0A2U3TZT9,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
LOGJQOUIVKBFGH-YBEGLDIGSA-N,L7RSL8,Q07889,0,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
HMOMQPHKMPWUKJ-OAQYLSRUSA-N,Q9BZU3,D6RAG5,0,WDR5_Mixed-lineage leukemia 1 (MLL1)
KYHKYEUYJZTRCP-UHFFFAOYSA-N,C9DZM4,Q9HBJ4,0,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
UGEUNXISLGGFQR-UHFFFAOYSA-N,Q96GG9,A0A024R4T4,0,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
HXFVVJQIUYONTQ-UHFFFAOYSA-N,L7RSL8,Q9UKX9,0,HIF-1a_p300
YYVYAPXYZVYDHN-UHFFFAOYSA-N,A0A221ZRZ4,Q8NIA3,0,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
